settlement_id	languages	names_ara_common	names_ara_common_other	names_ara_search	names_ara_translit	names_ara_translit_other	names_eng_common	names_eng_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	coordinates
KIRAND_523E284N_S	['ara', 'eng']	كيرند	كيرند	كيرند					Kirand	Kīrand	Kīrand	Fars_RE	cornuData	waystations	[52.36569, 28.41977]
BAYDA_523E300N_S	['ara', 'eng']	البيضاء	البيضاء، نسا	البيضاء					al-Bayda, Nasa	al-Bayḍāʾ	al-Bayḍāʾ, Nasā	Fars_RE	cornuData	towns	[52.36712, 30.03958]
JAMM_523E278N_S	['ara', 'eng']	جم	جم	جم					Jamm	Ǧamm	Ǧamm	Fars_RE	cornuData	villages	[52.39133, 27.8168]
SARWISTAN_524E314N_S	['ara', 'eng']	سرويستان	سرويستان، سرورير	سرويستان					Sarwistan, Sarurir	Sarwīstān	Sarwīstān, Sarūrīr	Fars_RE	cornuData	towns	[52.43219, 31.42233]
RUN_524E307N_R	['ara', 'eng']	الرون	الرون	الرون					al-Run	al-Rūn	al-Rūn	Fars_RE	cornuData	regions	[52.44, 30.7491]
QASRAIN_524E308N_S	['ara', 'eng']	قصر أعين	قصر أعين، قصر آيين، الرون	قصر أعين					Qasr Ain, Qasr Ayin, al-Run	Qaṣr Aʿīn	Qaṣr Aʿīn, Qaṣr Āyīn, al-Rūn	Fars_RE	cornuData	towns	[52.44521, 30.82066]
KHUSIKAN_524E305N_S	['ara', 'eng']	خوسكان	خوسكان	خوسكان					Khusikan	Ḫūsikān	Ḫūsikān	Fars_RE	cornuData	waystations	[52.48426, 30.5027]
HAZAR_524E299N_S	['ara', 'eng']	هزار	هزار، أزار سابور	هزار					Hazar, Azar Sabur	Hazār	Hazār, Azār Sābūr	Fars_RE	cornuData	towns	[52.49428, 29.94029]
KAFRAH_524E295N_S	['ara', 'eng']	كفره	كفره، كفر	كفره					Kafrah, Kafr	Kafrah	Kafrah, Kafr	Fars_RE	cornuData	waystations	[52.49957, 29.50609]
SHIRAZ_525E296N_S	['ara', 'eng']	شيراز	شيراز	شيراز					Shiraz	Šīrāz	Šīrāz	Fars_RE	cornuData	metropoles	[52.52867, 29.61884]
JUR_525E288N_S	['ara', 'eng']	جور	جور، بيروزاباذ	جور					Jur, Bayruzabadh	Ǧūr	Ǧūr, Bayrūzābāḏ	Fars_RE	cornuData	towns	[52.58324, 28.84797]
ARJUMAN_526E311N_R	['ara', 'eng']	أرجمان	أرجمان	أرجمان					Arjuman	Arǧumān	Arǧumān	Fars_RE	cornuData	regions	[52.62743, 31.1799]
BARM_526E311N_R	['ara', 'eng']	برم	برم	برم					Barm	Barm	Barm	Fars_RE	cornuData	regions	[52.62743, 31.1799]
MAIN_526E301N_S	['ara', 'eng']	مئين	مئين، معين	مئين					Main, Main	Maʾīn	Maʾīn, Maʿīn	Fars_RE	cornuData	towns	[52.63784, 30.18595]
NABAND_526E273N_S	['ara', 'eng']	نابند	نابند	نابند					Naband	Nāband	Nāband	Fars_RE	cornuData	villages	[52.64171, 27.34352]
ABADHA_526E311N_S	['ara', 'eng']	آباذة	آباذة، أرجمان	آباذة					Abadha, Arjuman	Ābāḏaŧ	Ābāḏaŧ, Arǧumān	Fars_RE	cornuData	towns	[52.66127, 31.1643]
RAYKAN_526E285N_S	['ara', 'eng']	رايكان	رايكان، خان أزادمرد	رايكان					Raykan, Khan Azadmard	Rāykān	Rāykān, Ḫān Azādmard	Fars_RE	cornuData	waystations	[52.67152, 28.52097]
IQLID_526E309N_S	['ara', 'eng']	إقليد	إقليد	إقليد					Iqlid	Iqlīd	Iqlīd	Fars_RE	cornuData	villages	[52.67168, 30.91897]
QALASAIDABADH_526E300N_S	['ara', 'eng']	قلعة سعيداباذ	قلعة سعيداباذ	قلعة سعيداباذ					Qala Saidabadh	Qalʿaŧ Saʿīdābāḏ	Qalʿaŧ Saʿīdābāḏ	Fars_RE	cornuData	waystations	[52.67428, 30.09815]
BIYABSHURAB_526E286N_S	['ara', 'eng']	بيابشوراب	بيابشوراب، دشت شوراب	بيابشوراب					Biyabshurab, Dasht Shurab	Biyābšūrāb	Biyābšūrāb, Dašt Šūrāb	Fars_RE	cornuData	waystations	[52.68133, 28.69894]
KUWAR_526E292N_S	['ara', 'eng']	كوار	كوار	كوار					Kuwar	Kuwār	Kuwār	Fars_RE	cornuData	waystations	[52.69768, 29.21962]
RAKAN_527E297N_S	['ara', 'eng']	ركان	ركان	ركان					Rakan	Rakān	Rakān	Fars_RE	cornuData	villages	[52.74824, 29.7751]
SARMAQ_527E310N_S	['ara', 'eng']	سرمق	سرمق، السرمق	سرمق					Sarmaq, al-Surmaq	Sarmaq	Sarmaq, al-Surmaq	Fars_RE	cornuData	towns	[52.79142, 31.05956]
QARYARUMMAN_528E293N_S	['ara', 'eng']	قرية الرمان	قرية الرمان	قرية الرمان					Qarya al-Rumman	Qaryaŧ al-Rummān	Qaryaŧ al-Rummān	Fars_RE	cornuData	waystations	[52.80644, 29.37477]
MIMAND_528E288N_S	['ara', 'eng']	ميمند	ميمند	ميمند					Mimand	Mīmand	Mīmand	Fars_RE	cornuData	towns	[52.85141, 28.88488]
KURAN_528E277N_S	['ara', 'eng']	كران	كران	كران					Kuran	Kurān	Kurān	Fars_RE	cornuData	towns	[52.86193, 27.76342]
MUSHKAN_528E306N_S	['ara', 'eng']	مشكان	مشكان	مشكان					Mushkan	Muškān	Muškān	Fars_RE	cornuData	towns	[52.86431, 30.60582]
RASSIKR_528E297N_S	['ara', 'eng']	رأس السكر	رأس السكر	رأس السكر					Ras al-Sikr	Raʾs al-Sikr	Raʾs al-Sikr	Fars_RE	cornuData	waystations	[52.87257, 29.7751]
KHANMIM_528E293N_S	['ara', 'eng']	خان ميم	خان ميم	خان ميم					Khan Mim	Ḫān Mīm	Ḫān Mīm	Fars_RE	cornuData	villages	[52.8858, 29.31712]
DARIYAN_529E295N_S	['ara', 'eng']	داريان	داريان	داريان					Dariyan	Dāriyān	Dāriyān	Fars_RE	cornuData	waystations	[52.92548, 29.54062]
ISTAKHR_529E299N_S	['ara', 'eng']	إصطخر	إصطخر	إصطخر					Istakhr	Iṣṭaḫr	Iṣṭaḫr	Fars_RE	cornuData	capitals	[52.92548, 29.97008]
ABZAR_529E282N_S	['ara', 'eng']	أبزر	أبزر	أبزر					Abzar	Abzar	Abzar	Fars_RE	cornuData	villages	[52.94703, 28.28084]
QARYAIBNBUNDAR_530E301N_S	['ara', 'eng']	قرية إبن بندار	قرية إبن بندار	قرية إبن بندار					Qarya Ibn Bundar	Qaryaŧ Ibn Bundār	Qaryaŧ Ibn Bundār	Fars_RE	cornuData	waystations	[53.0309, 30.13418]
QIR_530E284N_S	['ara', 'eng']	قير	قير، كير	قير					Qir, Kir	Qīr	Qīr, Kīr	Fars_RE	cornuData	towns	[53.03724, 28.44621]
FARUQ_530E299N_S	['ara', 'eng']	فاروق	فاروق	فاروق					Faruq	Fārūq	Fārūq	Fars_RE	cornuData	towns	[53.06569, 29.97467]
KARZIN_531E284N_S	['ara', 'eng']	كارزن	كارزن	كارزن					Karzin	Kārzin	Kārzin	Fars_RE	cornuData	villages	[53.11293, 28.40599]
KARA_531E307N_S	['ara', 'eng']	كرة	كرة	كرة					Kara	Karaŧ	Karaŧ	Fars_RE	cornuData	towns	[53.12982, 30.73791]
SIMAKAN_531E286N_S	['ara', 'eng']	الصيمكان	الصيمكان	الصيمكان					al-Simakan	al-Ṣīmakān	al-Ṣīmakān	Fars_RE	cornuData	towns	[53.13182, 28.69941]
NAHRSAKKAN_531E285N_W	['ara', 'eng']	نهر سكان	نهر سكان	نهر سكان					Nahr Sakkan	Nahr Sakkān	Nahr Sakkān	Fars_RE	cornuData	waters	[53.13563, 28.52387]
KAMIN_531E301N_R	['ara', 'eng']	كمين	كمين	كمين					Kamin	Kamīn	Kamīn	Fars_RE	cornuData	regions	[53.16106, 30.17019]
KAMIN_531E301N_S	['ara', 'eng']	كمين	كمين	كمين					Kamin	Kamīn	Kamīn	Fars_RE	cornuData	villages	[53.16106, 30.17019]
KALWADHAR_531E298N_S	['ara', 'eng']	كلوذار	كلوذار، قلوذر، قرية الحمام	كلوذار					Kalwadhar, Qalwadhar, Qarya al-Hammam	Kalwaḏār	Kalwaḏār, Qalwaḏar, Qaryaŧ al-Ḥammām	Fars_RE	cornuData	waystations	[53.16886, 29.88067]
QARYABIDH_531E306N_S	['ara', 'eng']	قرية بيذ	قرية بيذ، بيذ، قرية الخلاف	قرية بيذ					Qarya Bidh, Bidh, Qarya al-Khillaf	Qaryaŧ Bīḏ	Qaryaŧ Bīḏ, Bīḏ, Qaryaŧ al-Ḫillāf	Fars_RE	cornuData	villages	[53.18449, 30.63942]
KAHAMANDA_531E302N_S	['ara', 'eng']	كهمندة	كهمندة، كهمند، كمهنك	كهمندة					Kahamanda, Kihmand, Kamahank	Kahamandaŧ	Kahamandaŧ, Kihmand, Kamahank	Fars_RE	cornuData	waystations	[53.1975, 30.2849]
KHAWARISTAN_532E292N_S	['ara', 'eng']	خورستان	خورستان، سروستان	خورستان					Khawaristan, Sarwistan	Ḫawaristān	Ḫawaristān, Sarwistān	Fars_RE	cornuData	towns	[53.20589, 29.25713]
ZIYADABADHZIYADAWADH_532E298N_S	['ara', 'eng']	زياداباذزياداواذ	زياداباذزياداواذ	زياداباذزياداواذ					ZiyadabadhZiyadawadh	ZiyādābāḏZiyādāwāḏ	ZiyādābāḏZiyādāwāḏ	Fars_RE	cornuData	waystations	[53.22441, 29.83708]
ABARQUH_532E311N_S	['ara', 'eng']	أبرقوه	أبرقوه	أبرقوه					Abarquh	Abarqūh	Abarqūh	Fars_RE	cornuData	towns	[53.25737, 31.15094]
KHABR_532E287N_S	['ara', 'eng']	خبر	خبر	خبر					Khabr	Ḫabr	Ḫabr	Fars_RE	cornuData	towns	[53.27732, 28.76436]
KHURRAMA_533E295N_S	['ara', 'eng']	خرامة	خرامة	خرامة					Khurrama	Ḫurrāmaŧ	Ḫurrāmaŧ	Fars_RE	cornuData	towns	[53.33817, 29.54292]
BAHRFARIS_533E261N_W	['ara', 'eng']	بحر فارس	بحر فارس	بحر فارس					Bahr Faris	Baḥr Fāris	Baḥr Fāris	Fars_RE	cornuData	waters	[53.38985, 26.11223]
BARAB_534E278N_S	['ara', 'eng']	باراب	باراب	باراب					Barab	Bārāb	Bārāb	Fars_RE	cornuData	waystations	[53.43209, 27.88081]
JUBANAN_534E297N_S	['ara', 'eng']	جوبانن	جوبانن	جوبانن					Jubanan	Ǧūbānan	Ǧūbānan	Fars_RE	cornuData	waystations	[53.44398, 29.79117]
RIBAT_534E291N_S	['ara', 'eng']	الرباط	الرباط	الرباط					al-Ribat	al-Ribāṭ	al-Ribāṭ	Fars_RE	cornuData	waystations	[53.44663, 29.12318]
BUHAYRABASHFUYA_534E296N_W	['ara', 'eng']	بحيرة الباشفوية	بحيرة الباشفوية،  بحيرة الباشفورية	بحيرة الباشفوية					Buhayra al-Bashfuya,  Buhayra al-Bashfuriyya	Buḥayraŧ al-Bāšfūyaŧ	Buḥayraŧ al-Bāšfūyaŧ,  Buḥayraŧ al-Bāšfūriyyaŧ	Fars_RE	cornuData	waters	[53.47044, 29.697]
JAHRAM_535E285N_S	['ara', 'eng']	جهرم	جهرم	جهرم					Jahram	Ǧahram	Ǧahram	Fars_RE	cornuData	towns	[53.51012, 28.51826]
KURM_536E290N_S	['ara', 'eng']	كرم	كرم	كرم					Kurm	Kurm	Kurm	Fars_RE	cornuData	towns	[53.608, 29.07233]
BAWWAN_536E304N_S	['ara', 'eng']	بوان	بوان	بوان					Bawwan	Bawwān	Bawwān	Fars_RE	cornuData	towns	[53.6192, 30.46456]
FASA_536E289N_S	['ara', 'eng']	فسا	فسا	فسا					Fasa	Fasā	Fasā	Fars_RE	cornuData	towns	[53.63181, 28.92193]
UQDA_536E324N_S	['ara', 'eng']	عقدة	عقدة	عقدة					Uqda	ʿUqdaŧ	ʿUqdaŧ	Fars_RE	cornuData	towns	[53.66217, 32.40568]
KARYAN_537E280N_S	['ara', 'eng']	كاريان	كاريان	كاريان					Karyan	Kāryān	Kāryān	Fars_RE	cornuData	waystations	[53.70323, 28.05935]
KATH_537E293N_S	['ara', 'eng']	كث	كث	كث					Kath	Kaṯ	Kaṯ	Fars_RE	cornuData	waystations	[53.70323, 29.36324]
ABADHA_537E297N_S	['ara', 'eng']	آباذة	آباذة	آباذة					Abadha	Ābāḏaŧ	Ābāḏaŧ	Fars_RE	cornuData	towns	[53.73617, 29.7821]
RASDUNYA_537E300N_S	['ara', 'eng']	رأس الدنيا	رأس الدنيا	رأس الدنيا					Ras al-Dunya	Raʾs al-Dunyā	Raʾs al-Dunyā	Fars_RE	cornuData	waystations	[53.78841, 30.00577]
TABISTAN_538E289N_S	['ara', 'eng']	طبستان	طبستان، طمستان، طمارستان	طبستان					Tabistan, Tamistan, Timaristan	Ṭabistān	Ṭabistān, Ṭamistān, Ṭimāristān	Fars_RE	cornuData	towns	[53.81699, 28.94971]
QARYAASAD_538E315N_S	['ara', 'eng']	قرية الأسد	قرية الأسد	قرية الأسد					Qarya al-Asad	Qaryaŧ al-Asad	Qaryaŧ al-Asad	Fars_RE	cornuData	waystations	[53.84828, 31.55774]
QARYAAS_539E296N_S	['ara', 'eng']	قرية الآس	قرية الآس	قرية الآس					Qarya al-As	Qaryaŧ al-Ās	Qaryaŧ al-Ās	Fars_RE	cornuData	waystations	[53.92036, 29.69008]
KHAYAR_539E292N_S	['ara', 'eng']	خيار	خيار، خير، خيرة	خيار					Khayar, Khayr, Khayra	Ḫayār	Ḫayār, Ḫayr, Ḫayraŧ	Fars_RE	cornuData	villages	[53.93868, 29.25944]
JUWAYMABUAHMAD_539E281N_S	['ara', 'eng']	جويم أبو أحمد	جويم أبو أحمد	جويم أبو أحمد					Juwaym Abu Ahmad	Ǧuwaym Abū Aḥmad	Ǧuwaym Abū Aḥmad	Fars_RE	cornuData	villages	[53.94661, 28.14336]
BUHAYRABAKHTIKAN_539E293N_W	['ara', 'eng']	بحيرة البختكان	بحيرة البختكان	بحيرة البختكان					Buhayra al-Bakhtikan	Buḥayraŧ al-Baḫtikān	Buḥayraŧ al-Baḫtikān	Fars_RE	cornuData	waters	[53.97836, 29.33096]
MAYBUDH_539E322N_S	['ara', 'eng']	ميبذ	ميبذ	ميبذ					Maybudh	Maybuḏ	Maybuḏ	Fars_RE	cornuData	towns	[53.98932, 32.27744]
ISBAHANAT_540E291N_S	['ara', 'eng']	الإصبهانات	الإصبهانات، إصطهبانان	الإصبهانات					al-Isbahanat, Istahbanan	al-Iṣbahānāt	al-Iṣbahānāt, Iṣṭahbānān	Fars_RE	cornuData	towns	[54.04351, 29.10684]
FUSTUJAN_540E288N_S	['ara', 'eng']	الفستجان	الفستجان، الفستكان، البستجان	الفستجان					al-Fustujan, al-Fustukan, al-Bustajan	al-Fustuǧān	al-Fustuǧān, al-Fustukān, al-Bustaǧān	Fars_RE	cornuData	towns	[54.07735, 28.88371]
KHAWARISTAN_540E299N_S	['ara', 'eng']	خورستان	خورستان	خورستان					Khawaristan	Ḫawaristān	Ḫawaristān	Fars_RE	cornuData	waystations	[54.09036, 29.95166]
JAHZANDAYA_541E288N_S	['ara', 'eng']	جاه زنداية	جاه زنداية	جاه زنداية					Jah Zandaya	Ǧāh Zandāyaŧ	Ǧāh Zandāyaŧ	Fars_RE	cornuData	towns	[54.18928, 28.85635]
KARB_542E282N_S	['ara', 'eng']	كرب	كرب	كرب					Karb	Karb	Karb	Fars_RE	cornuData	waystations	[54.21531, 28.26649]
IYJ_542E289N_S	['ara', 'eng']	إيج	إيج، إيك	إيج					Iyj, Iyk	Iyǧ	Iyǧ, Iyk	Fars_RE	cornuData	towns	[54.24655, 28.98623]
NAYRIZ_542E292N_S	['ara', 'eng']	نيريز	نيريز	نيريز					Nayriz	Nayrīz	Nayrīz	Fars_RE	cornuData	capitals	[54.27518, 29.21368]
NAYRIZ_542E292N_R	['ara', 'eng']	نيريز	نيريز	نيريز					Nayriz	Nayrīz	Nayrīz	Fars_RE	cornuData	regions	[54.27518, 29.21368]
DARAKAN_542E288N_S	['ara', 'eng']	داركان	داركان	داركان					Darakan	Dārakān	Dārakān	Fars_RE	cornuData	waystations	[54.27779, 28.83127]
MADHAWAN_542E287N_S	['ara', 'eng']	الماذون	الماذون	الماذون					al-Madhawan	al-Māḏawan	al-Māḏawan	Fars_RE	cornuData	towns	[54.29861, 28.72175]
SAHIH_543E297N_S	['ara', 'eng']	صهيه	صهيه، صاهك	صهيه					Sahih, Sahik	Ṣahīh	Ṣahīh, Ṣāhik	Fars_RE	cornuData	towns	[54.30902, 29.77106]
YAZD_543E319N_R	['ara', 'eng']	يزد	يزد، كثة	يزد					Yazd, Katha	Yazd	Yazd, Kaṯaŧ	Fars_RE	cornuData	regions	[54.34286, 31.90975]
YAZD_543E319N_S	['ara', 'eng']	يزد	يزد، كثة	يزد					Yazd, Katha	Yazd	Yazd, Kaṯaŧ	Fars_RE	cornuData	towns	[54.34286, 31.90975]
MURAYZIJAN_543E288N_S	['ara', 'eng']	المريزجان	المريزجان	المريزجان					al-Murayzijan	al-Murayziǧān	al-Murayziǧān	Fars_RE	cornuData	villages	[54.39753, 28.80847]
KHASU_544E285N_S	['ara', 'eng']	خسو	خسو	خسو					Khasu	Ḫasū	Ḫasū	Fars_RE	cornuData	capitals	[54.40794, 28.5161]
RUBANJ_544E285N_R	['ara', 'eng']	روبنج	روبنج	روبنج					Rubanj	Rūbanǧ	Rūbanǧ	Fars_RE	cornuData	regions	[54.40794, 28.5161]
HARA_544E301N_S	['ara', 'eng']	هراة	هراة	هراة					Hara	Harāŧ	Harāŧ	Fars_RE	cornuData	towns	[54.41315, 30.11392]
YAZDAKHAWAST_544E283N_S	['ara', 'eng']	يزدخواست	يزدخواست	يزدخواست					Yazdakhawast	Yazdaḫawāst	Yazdaḫawāst	Fars_RE	cornuData	towns	[54.43137, 28.33754]
DARABAJIRD_545E287N_S	['ara', 'eng']	درابجرد	درابجرد	درابجرد					Darabajird	Darābaǧird	Darābaǧird	Fars_RE	cornuData	capitals	[54.54591, 28.75143]
FAHRAJ_546E317N_S	['ara', 'eng']	الفهرج	الفهرج	الفهرج					al-Fahraj	al-Fahraǧ	al-Fahraǧ	Fars_RE	cornuData	towns	[54.624, 31.76601]
KADRUWA_546E291N_S	['ara', 'eng']	كدروا	كدروا	كدروا					Kadruwa	Kadruwā	Kadruwā	Fars_RE	cornuData	towns	[54.67346, 29.16368]
RADHAN_547E301N_S	['ara', 'eng']	راذان	راذان، داذان	راذان					Radhan, Dadhan	Rāḏān	Rāḏān, Dāḏān	Fars_RE	cornuData	waystations	[54.70209, 30.12067]
SIFUMARA_547E267N_R	['ara', 'eng']	سيف عمارة	سيف عمارة	سيف عمارة					Sif Umara	Sīf ʿUmāraŧ	Sīf ʿUmāraŧ	Fars_RE	cornuData	regions	[54.75943, 26.77937]
JARMWA_547E286N_S	['ara', 'eng']	جرموة	جرموة	جرموة					Jarmwa	Ǧarmwaŧ	Ǧarmwaŧ	Fars_RE	cornuData	waystations	[54.7906, 28.6007]
ZARUDUWA_548E294N_S	['ara', 'eng']	زرودووة	زرودووة	زرودووة					Zaruduwa	Zarūdūwaŧ	Zarūdūwaŧ	Fars_RE	cornuData	waystations	[54.85047, 29.41342]
HISNIBNUMARA_549E265N_S	['ara', 'eng']	حصن إبن عمارة	حصن إبن عمارة، قلعة إبن عمارة	حصن إبن عمارة					Hisn Ibn Umara, Qala Ibn Umara	Ḥiṣn Ibn ʿUmāraŧ	Ḥiṣn Ibn ʿUmāraŧ, Qalʿaŧ Ibn ʿUmāraŧ	Fars_RE	cornuData	waystations	[54.90122, 26.57451]
SHABABAK_550E301N_S	['ara', 'eng']	شابابك	شابابك، شاباوك، شهرباباك	شابابك					Shababak, Shabawak, Shahrbabak	Šābābak	Šābābak, Šābāwak, Šahrbābāk	Fars_RE	cornuData	towns	[55.05872, 30.13418]
RUSTAQ_551E284N_S	['ara', 'eng']	رستاق	رستاق	رستاق					Rustaq	Rustāq	Rustāq	Fars_RE	cornuData	towns	[55.10037, 28.4795]
FURJ_551E283N_S	['ara', 'eng']	فرج	فرج	فرج					Furj	Furǧ	Furǧ	Fars_RE	cornuData	towns	[55.16805, 28.31921]
ABAN_552E308N_S	['ara', 'eng']	أبان	أبان	أبان					Aban	Abān	Abān	Fars_RE	cornuData	towns	[55.25395, 30.88547]
DIHUSHTURAN_557E303N_S	['ara', 'eng']	ده أشتران	ده أشتران، قرية الجمال	ده أشتران					Dih Ushturan, Qarya al-Jimal	Dih Ušturān	Dih Ušturān, Qaryaŧ al-Ǧimāl	Fars_RE	cornuData	towns	[55.70689, 30.31412]
JAZIRALAFT_558E267N_R	['ara', 'eng']	جزيرة لفت	جزيرة لفت، جزيرة بركاوان، جزيرة بنو كاوان	جزيرة لفت					Jazira Laft, Jazira Barkawan, Jazira Banu Kawan	Ǧazīraŧ Laft	Ǧazīraŧ Laft, Ǧazīraŧ Barkāwān, Ǧazīraŧ Banū Kāwān	Fars_RE	cornuData	regions	[55.80019, 26.74974]
TARIM_558E281N_S	['ara', 'eng']	تارم	تارم، تارم	تارم					Tarim, Tarum	Tārim	Tārim, Tārum	Fars_RE	cornuData	towns	[55.80841, 28.18163]
UNAS_559E302N_S	['ara', 'eng']	أونس	أونس	أونس					Unas	Ūnas	Ūnas	Fars_RE	cornuData	towns	[55.98281, 30.24893]
RUDHAN_560E303N_R	['ara', 'eng']	الروذان	الروذان	الروذان					al-Rudhan	al-Rūḏān	al-Rūḏān	Fars_RE	cornuData	regions	[56.02186, 30.39947]
RUDHAN_560E303N_S	['ara', 'eng']	الروذان	الروذان	الروذان					al-Rudhan	al-Rūḏān	al-Rūḏān	Fars_RE	cornuData	towns	[56.02186, 30.39947]
SURU_562E271N_S	['ara', 'eng']	سورو	سورو	سورو					Suru	Sūrū	Sūrū	Fars_RE	cornuData	towns	[56.21348, 27.19067]
RASKISHM_562E269N_S	['ara', 'eng']	رأس كشم	رأس كشم	رأس كشم					Ras Kishm	Raʾs Kišm	Raʾs Kišm	Fars_RE	cornuData	towns	[56.28286, 26.96505]
NAWUSA_426E338N_S	['ara', 'eng']	الناوسة	الناوسة	الناوسة					al-Nawusa	al-Nāwusaŧ	al-Nāwusaŧ	Iraq_RE	cornuData	waystations	[42.61179, 33.82317]
HIT_428E336N_S	['ara', 'eng']	هيت	هيت	هيت					Hit	Hīt	Hīt	Iraq_RE	cornuData	towns	[42.80628, 33.6437]
RABB_432E334N_S	['ara', 'eng']	الرب	الرب	الرب					al-Rabb	al-Rabb	al-Rabb	Iraq_RE	cornuData	villages	[43.26055, 33.46273]
SINN_434E352N_S	['ara', 'eng']	السن	السن	السن					al-Sinn	al-Sinn	al-Sinn	Iraq_RE	cornuData	towns	[43.46591, 35.26076]
AYNTAMR_435E326N_S	['ara', 'eng']	عين التمر	عين التمر	عين التمر					Ayn al-Tamr	ʿAyn al-Tamr	ʿAyn al-Tamr	Iraq_RE	cornuData	towns	[43.52574, 32.62337]
BARIMMA_435E350N_S	['ara', 'eng']	بارما	بارما	بارما					Barimma	Bārimmā	Bārimmā	Iraq_RE	cornuData	waystations	[43.57361, 35.07982]
SUDAQANIYYA_436E348N_S	['ara', 'eng']	السودقانية	السودقانية	السودقانية					al-Sudaqaniyya	al-Sūdaqāniyyaŧ	al-Sūdaqāniyyaŧ	Iraq_RE	cornuData	waystations	[43.60292, 34.81448]
TAKRIT_436E345N_S	['ara', 'eng']	تكريت	تكريت	تكريت					Takrit	Takrīt	Takrīt	Iraq_RE	cornuData	towns	[43.69617, 34.59215]
ANBAR_437E333N_S	['ara', 'eng']	الأنبار	الأنبار	الأنبار					al-Anbar	al-Anbār	al-Anbār	Iraq_RE	cornuData	towns	[43.7015, 33.39492]
JABILTA_437E346N_S	['ara', 'eng']	جبلتا	جبلتا، جبلتا	جبلتا					Jabilta, Jabulta	Ǧabiltā	Ǧabiltā, Ǧabultā	Iraq_RE	cornuData	waystations	[43.72814, 34.62614]
DIMIMMA_437E333N_S	['ara', 'eng']	دمما	دمما	دمما					Dimimma	Dimimmā	Dimimmā	Iraq_RE	cornuData	towns	[43.78276, 33.33483]
DUR_438E344N_S	['ara', 'eng']	الدور	الدور	الدور					al-Dur	al-Dūr	al-Dūr	Iraq_RE	cornuData	towns	[43.80541, 34.46814]
KARKH_438E342N_S	['ara', 'eng']	الكرخ	الكرخ	الكرخ					al-Karkh	al-Karḫ	al-Karḫ	Iraq_RE	cornuData	villages	[43.87468, 34.29663]
SAMARRA_438E342N_S	['ara', 'eng']	سامراء	سامراء	سامراء					Samarra	Sāmarrāʾ	Sāmarrāʾ	Iraq_RE	cornuData	capitals	[43.88134, 34.20964]
JABALBARIMMA_438E349N_O	['ara', 'eng']	جبل بارما	جبل بارما	جبل بارما					Jabal Barimma	Ǧabal Bārimmā	Ǧabal Bārimmā	Iraq_RE	cornuData	sites	[43.88401, 34.93688]
JABALBARIMMA_438E348N_O	['ara', 'eng']	جبل بارما	جبل بارما	جبل بارما					Jabal Barimma	Ǧabal Bārimmā	Ǧabal Bārimmā	Iraq_RE	cornuData	sites	[43.8984, 34.8037]
QADISIYYA_439E340N_S	['ara', 'eng']	القادسية	القادسية	القادسية					al-Qadisiyya	al-Qādisiyyaŧ	al-Qādisiyyaŧ	Iraq_RE	cornuData	waystations	[43.98259, 34.09388]
KARBALA_440E326N_S	['ara', 'eng']	كربلاء	كربلاء	كربلاء					Karbala	Karbalāʾ	Karbalāʾ	Iraq_RE	cornuData	towns	[44.03706, 32.61792]
SAYLAHIN_440E334N_S	['ara', 'eng']	السيلحين	السيلحين	السيلحين					al-Saylahin	al-Saylaḥīn	al-Saylaḥīn	Iraq_RE	cornuData	waystations	[44.06385, 33.41382]
ALTH_440E340N_S	['ara', 'eng']	علث 	علث ،  العلث	علث 					Alth ,  al-Alth	ʿAlṯ 	ʿAlṯ ,  al-ʿAlṯ	Iraq_RE	cornuData	towns	[44.08916, 34.02656]
NAHRISA_441E332N_W	['ara', 'eng']	نهر عسى	نهر عسى	نهر عسى					Nahr Isa	Nahr ʿIsá	Nahr ʿIsá	Iraq_RE	cornuData	waters	[44.13579, 33.26692]
NAHRSARSAR_441E331N_W	['ara', 'eng']	نهر صرصر	نهر صرصر	نهر صرصر					Nahr Sarsar	Nahr Ṣarṣar	Nahr Ṣarṣar	Iraq_RE	cornuData	waters	[44.14778, 33.13984]
AQARQUF_441E333N_R	['ara', 'eng']	عقرقوف	عقرقوف	عقرقوف					Aqarquf	ʿAqarqūf	ʿAqarqūf	Iraq_RE	cornuData	regions	[44.18108, 33.34374]
HARBA_441E339N_S	['ara', 'eng']	حربى	حربى	حربى					Harba	Ḥarbá	Ḥarbá	Iraq_RE	cornuData	towns	[44.18508, 33.95808]
QADISIYYA_441E316N_S	['ara', 'eng']	القادسية	القادسية	القادسية					al-Qadisiyya	al-Qādisiyyaŧ	al-Qādisiyyaŧ	Iraq_RE	cornuData	towns	[44.18717, 31.65292]
NAHRALQAMI_442E327N_W	['ara', 'eng']	نهر العلقمي	نهر العلقمي	نهر العلقمي					Nahr al-Alqami	Nahr al-ʿAlqamī	Nahr al-ʿAlqamī	Iraq_RE	cornuData	waters	[44.20922, 32.74321]
BADURAYA_442E333N_S	['ara', 'eng']	بادوريا	بادوريا	بادوريا					Baduraya	Bādūrayā	Bādūrayā	Iraq_RE	cornuData	towns	[44.21572, 33.37712]
UKBARA_442E338N_S	['ara', 'eng']	عكبرا	عكبرا	عكبرا					Ukbara	ʿUkbarā	ʿUkbarā	Iraq_RE	cornuData	towns	[44.22504, 33.85526]
